2.1 Organization Name,2.2 Project Name,2.4 ProjectType,2.5 Utilization Tracking Method (Invalid),2.6 Federal Grant Programs,5.8 Personal ID,5.9 Household ID,3.15 Relationship to HoH,3.16 Client Location,CaseMembers,3.10 Enroll Date,3.11 Exit Date,3.12 Exit Destination,3.2 Social Security Quality,3.3 Birthdate Quality,Age at Enrollment,Current Age,3.4 Race,3.5 Ethnicity,3.6 Gender,3.7 Veteran Status,3.8 Disabling Condition at Entry,3.917 Living Situation,3.917b Stayed Less Than 7 Nights,3.917 Stayed Less Than 90 Days,"3.917b Stayed in Streets, ES or SH Night Before",3.917 Length of Stay,3.917 Homeless Start Date,Length of Time Homeless (3.917 Approximate Start),3.917 Times Homeless Last 3 Years,3.917 Total Months Homeless Last 3 Years,V5 Last Permanent Address,V5 State,V5 Zip,Municipality (City or County),Days Enrolled in Project,RRH In Permanent Housing,RRH Date Of Move-In,Days Enrolled Until RRH Date of Move-in,4.1 Housing Status,4.4 Covered by Health Insurance,4.11 Domestic Violence,4.11 Domestic Violence - Currently Fleeing DV?,4.11 Domestic Violence - When it Occurred,4.13 Engagement Date,Days Enrolled Until Engagement Date,4.24 Current Status (Retired Data Element),4.24 In School (Retired Data Element),4.24 Connected to McKinney Vento Liason (Retired),Household Type,Latitude,Longitude,R1 Referral Source,R2 Date Status Determined,R2 Enroll Status,R2 Runaway Youth,R2 Reason Why No Services Funded,R3 Sexual Orientation,R4 Last Grade Completed,R5 School Status,R6 Employed Status,R6 Why Not Employed,R6 Type of Employment,R6 Looking for Work,R7 General Health Status,R8 Dental Health Status,R9 Mental Health Status,R10 Pregnancy Status,R10 Pregnancy Due Date,Client Record Restricted,InfoReleaseNo,Information Release Status,4.12 Contact Services,Date of Last Contact (Beta),Date of First Contact (Beta),Count of Bed Nights (Housing Check-ins),Date of Last ES Stay (Beta),Date of First ES Stay (Beta),4.2 Income Total at Entry,4.02 Total Income at Annual Update,4.2 Income Total at Exit,4.3 Non-Cash Benefit Count,4.3 Non-Cash Benefit Count at Exit,CurrentDate,Barrier Count at Entry,Chronic Homeless Status,ProgramType,SOAR Eligibility Determination (Most Recent),SOAR Enrollment Determination (Most Recent),RRH | Most Recent Enrollment,Street Outreach | Most Recent Enrollment,Coordinated Entry | Most Recent Enrollment,Emergency Shelter | Most Recent Enrollment,Transitional Housing | Most Recent Enrollment,PSH | Most Recent Enrollment,Prevention | Most Recent Enrollment,Under 25 Years Old,ClientID,4.10 Alcohol Abuse (Substance Abuse),4.07 Chronic Health Condition,4.06 Developmental Disability,4.10 Drug Abuse (Substance Abuse),4.08 HIV/AIDS,4.09 Mental Health Problem,4.05 Physical Disability,CaseChildren,CaseAdults,Bed Nights During Report Period,Count of Bed Nights - Entire Episode,HEN-HP Referral Most Recent,HEN-RRH Referral Most Recent,WorkSource Referral Most Recent,YAHP Referral Most Recent,4.04.10 Other Public,4.04.10 State Funded,4.04.11 Indian Health Services (IHS),4.04.12 Other,4.04.3 Combined Childrens HealthInsurance/Medicaid,4.04.3 Medicaid,4.04.4 Medicare,4.04.5 State Children's health Insurance S-CHIP,4.04.6 Veteran's Administration Medical Services,4.04.8 Health Insurance obtained through COBRA,4.04.7 Private - Employer,4.04.9 Private,4.04.9 Private - Individual,4.2.3a Earned Income,4.2.4b Unemployment Insurance,4.2.5c Supplemental Security Income,4.2.6d Social Security Disability  Income,4.2.7e VA Disability Compensation,4.2.8f VA Disability Pension,4.2.9g Private Disability Income,4.2.10h Workers Compensation,4.2.11i TANF,4.2.12j General Assistance,4.2.13k Retirement (Social Security),4.2.14l Pension from a Former Job,4.2.15m Child Support,4.2.16n Alimony,4.2.17o Other Income,Chronic Homeless Status_vHMISDatAssessment,Chronic Homeless Status_EvaluatevHMIS&HMISDA
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,49683,105519,Self,Spokane City & County CoC,2,9/5/2018 12:00 AM,9/11/2018 12:00 AM,No exit interview completed,Data not collected,Approximate or Partial DOB Reported,31,33,White,Non-Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,Two to six nights,4/18/2018 12:00 AM,146,Three times,More than 12 months,,,,,6,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,9/5/2018 12:00 AM,9/5/2018 12:00 AM,1,9/10/2018 12:00 AM,9/10/2018 12:00 AM,1110,,1113,1,1,9/1/2020 12:20 PM,1,0,1,,,03/06/2019 - 03/31/2019: CC Partnership--RRH--Rehousing (CHG),,09/27/2018 - 12/31/2018: CC--CA-HFCA,09/05/2018 - 09/11/2018: FPS--ES--Open Doors,10/18/2018 - 03/11/2019: CC--TH--WA0109--SMS,,,No,1,,,,,,Mental Illness,,1,1,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,750,0,0,0,0,0,360,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85499,105578,Daughter,,4,9/4/2018 12:00 AM,9/17/2018 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,0,2,White,Hispanic/Latino,Female,,No,,,,,,,,,,,,,,13,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,9/4/2018 12:00 AM,9/4/2018 12:00 AM,1,9/7/2018 12:00 AM,9/7/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,09/18/2018 - 11/28/2018: CC--RRH--WA0353--RRH for HH with Children,,08/13/2018 - 12/31/2018: CC--CA-HFCA,09/04/2018 - 09/17/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85498,105578,Daughter,,4,9/4/2018 12:00 AM,9/17/2018 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,2,4,White,Hispanic/Latino,Female,,No,,,,,,,,,,,,,,13,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,9/4/2018 12:00 AM,9/4/2018 12:00 AM,1,9/7/2018 12:00 AM,9/7/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,09/18/2018 - 11/28/2018: CC--RRH--WA0353--RRH for HH with Children,,08/13/2018 - 12/31/2018: CC--CA-HFCA,09/04/2018 - 09/17/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85497,105578,Spouse,,4,9/4/2018 12:00 AM,9/17/2018 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,26,28,White,Hispanic/Latino,Female,No,Yes,Place not meant for habitation,,,,"One week or more, but less than one month",7/18/2018 12:00 AM,61,One time,3,,,,,13,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,9/4/2018 12:00 AM,0,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,False,500,Client may be seen by others,1,9/4/2018 12:00 AM,9/4/2018 12:00 AM,1,9/7/2018 12:00 AM,9/7/2018 12:00 AM,,,,0,1,9/1/2020 12:20 PM,1,0,1,,,09/18/2018 - 11/28/2018: CC--RRH--WA0353--RRH for HH with Children,,08/13/2018 - 12/31/2018: CC--CA-HFCA,09/04/2018 - 09/17/2018: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,,2,2,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,85494,105578,Self,Spokane City & County CoC,4,9/4/2018 12:00 AM,9/17/2018 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,27,29,White,Hispanic/Latino,Male,No,Yes,Place not meant for habitation,,,,Two to six nights,7/18/2018 12:00 AM,61,One time,3,,,,,13,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,9/4/2018 12:00 AM,0,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,9/4/2018 12:00 AM,9/4/2018 12:00 AM,1,9/7/2018 12:00 AM,9/7/2018 12:00 AM,670,,670,1,1,9/1/2020 12:20 PM,2,0,1,,,09/18/2018 - 11/28/2018: CC--RRH--WA0353--RRH for HH with Children,,08/13/2018 - 12/31/2018: CC--CA-HFCA,09/04/2018 - 09/17/2018: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,Physical Disability,2,2,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86068,105818,Son,,3,9/20/2018 12:00 AM,10/9/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,13,15,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,19,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,9/20/2018 12:00 AM,9/20/2018 12:00 AM,11,10/8/2018 12:00 AM,9/27/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/06/2018 - 12/31/2018: CC--CA-HFCA,10/09/2018 - 11/04/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,,,2,1,11,11,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86069,105818,Daughter,,3,9/20/2018 12:00 AM,10/9/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,9,11,Black or African American,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,19,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,9/20/2018 12:00 AM,9/20/2018 12:00 AM,11,10/8/2018 12:00 AM,9/27/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/06/2018 - 12/31/2018: CC--CA-HFCA,10/09/2018 - 11/04/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,,,2,1,11,11,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86065,105818,Self,Spokane City & County CoC,3,9/20/2018 12:00 AM,10/9/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,49,51,Black or African American,Non-Hispanic/Latino,Female,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One week or more, but less than one month",8/27/2018 12:00 AM,43,One time,One month (this time is the first month),Full address reported,MT,59405,,19,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,10,10/9/2018 12:00 AM,9/20/2018 12:00 AM,11,10/8/2018 12:00 AM,9/27/2018 12:00 AM,520,,520,1,1,9/1/2020 12:20 PM,0,0,1,,,,,09/06/2018 - 12/31/2018: CC--CA-HFCA,10/09/2018 - 11/04/2018: FPS--ES--Bridges Family Shelter,,,,No,1,,,,,,,,2,1,11,11,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,84890,105819,Self,Spokane City & County CoC,3,9/23/2018 12:00 AM,1/11/2019 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,47,49,Black or African American,Non-Hispanic/Latino,Female,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One month or more, but less than 90 days",10/30/2017 12:00 AM,438,Three times,More than 12 months,Full address reported,TX,78217,Spokane,110,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,9/29/2018 12:00 AM,6,,,,Household with Adults and Children,47.678546834352865,-117.38817265163789,,,,,,,,,Yes,,Part-Time,,,,,,,True,500,Client may be seen by others,54,1/7/2019 12:00 AM,9/23/2018 12:00 AM,103,1/10/2019 12:00 AM,9/27/2018 12:00 AM,800,,1036.66,1,2,9/1/2020 12:20 PM,0,0,1,,,10/01/2018 - 10/30/2018: CC--RRH--WA0302--Rapid Rehousing for Families,,11/19/2018 - 12/31/2018: CC--CA-HFCA,09/23/2018 - 01/11/2019: FPS--ES--Open Doors,,,,No,1,,,,,,,,2,1,103,103,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,89006,105819,Son,,3,9/23/2018 12:00 AM,1/11/2019 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,11,13,Black or African American,Non-Hispanic/Latino,Male,,Data not collected,,,,,,,,,,,,,,110,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,3,1/7/2019 12:00 AM,9/23/2018 12:00 AM,103,1/10/2019 12:00 AM,9/27/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,10/01/2018 - 10/30/2018: CC--RRH--WA0302--Rapid Rehousing for Families,,11/19/2018 - 12/31/2018: CC--CA-HFCA,09/23/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,1,103,103,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,89007,105819,Son,,3,9/23/2018 12:00 AM,1/11/2019 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,8,10,Black or African American,Non-Hispanic/Latino,Male,,Data not collected,,,,,,,,,,,,,,110,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,9/23/2018 12:00 AM,9/23/2018 12:00 AM,103,1/10/2019 12:00 AM,9/27/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,10/01/2018 - 10/30/2018: CC--RRH--WA0302--Rapid Rehousing for Families,,11/19/2018 - 12/31/2018: CC--CA-HFCA,09/23/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,1,103,103,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86067,105820,Significant Other (Non-Married),,2,9/23/2018 12:00 AM,9/24/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,31,33,White,Hispanic/Latino,Male,No,Yes,Place not meant for habitation,,,,"90 days or more, but less than one year",11/15/2017 12:00 AM,313,Four or more times,More than 12 months,,,,,1,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,9/23/2018 12:00 AM,9/23/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,1,1,1,,,09/24/2018 - 10/31/2018: CC--RRH--WA0302--Rapid Rehousing for Families,,09/06/2018 - 07/01/2019: CC--CA-HFCA,09/23/2018 - 09/24/2018: FPS--ES--Open Doors,,,,No,1,,,Developmental Disability,,,,,0,2,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86066,105820,Self,Spokane City & County CoC,2,9/23/2018 12:00 AM,9/24/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,26,28,American Indian or Alaska Native,Non-Hispanic/Latino,Female,No,Yes,Place not meant for habitation,,,,"90 days or more, but less than one year",11/15/2017 12:00 AM,313,Four or more times,More than 12 months,Full address reported,WA,99362,,1,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,9/23/2018 12:00 AM,9/23/2018 12:00 AM,0,,,300,,300,1,1,9/1/2020 12:20 PM,1,1,1,,,09/24/2018 - 10/31/2018: CC--RRH--WA0302--Rapid Rehousing for Families,,09/06/2018 - 07/01/2019: CC--CA-HFCA,09/23/2018 - 09/24/2018: FPS--ES--Open Doors,,,,No,1,,Chronic Health,,,,,,0,2,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1,1
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86406,106082,Self,Spokane City & County CoC,2,10/4/2018 12:00 AM,10/5/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,23,25,White,Non-Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,Two to six nights,9/4/2018 12:00 AM,31,One time,One month (this time is the first month),Full address reported,WA,99205,Spokane,1,,,No Move-In Date,Category 1 - Homeless,Data Not Collected,No,,,,No Engagement Date,,,,Household with Adults and Children,47.67589706121699,-117.43565112016385,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,10/4/2018 12:00 AM,10/4/2018 12:00 AM,0,,,872,,218,1,0,9/1/2020 12:20 PM,0,0,1,,,,,09/24/2018 - 12/31/2018: CC--CA-HFCA,10/04/2018 - 10/05/2018: FPS--ES--Open Doors,,,,No,1,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86407,106082,Son,,2,10/4/2018 12:00 AM,10/5/2018 12:00 AM,No exit interview completed,Client Refused,Full DOB Reported,6,8,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,1,,,No Move-In Date,,Data Not Collected,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,10/4/2018 12:00 AM,10/4/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/24/2018 - 12/31/2018: CC--CA-HFCA,10/04/2018 - 10/05/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,1,1,0,0,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,84196,106083,Daughter,,2,10/8/2018 12:00 AM,10/15/2018 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,3,5,American Indian or Alaska Native,Hispanic/Latino,Female,,No,,,,,,,,,,,,,,7,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,6,10/13/2018 12:00 AM,10/8/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,06/25/2018 - 12/31/2018: CC--CA-HFCA,10/08/2018 - 10/15/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,1,1,6,6,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,55494,106083,Self,Spokane City & County CoC,2,10/8/2018 12:00 AM,10/15/2018 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,41,43,American Indian or Alaska Native,Hispanic/Latino,Female,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One month or more, but less than 90 days",6/5/2018 12:00 AM,132,One time,4,,,,,7,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,6,10/14/2018 12:00 AM,10/7/2018 12:00 AM,6,10/13/2018 12:00 AM,10/8/2018 12:00 AM,1082,,,1,0,9/1/2020 12:20 PM,4,0,1,,,,,06/25/2018 - 12/31/2018: CC--CA-HFCA,10/08/2018 - 10/15/2018: FPS--ES--Open Doors,,,,No,1,,Chronic Health,Developmental Disability,,,Mental Illness,Physical Disability,1,1,6,6,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,750,0,0,0,0,0,332,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86717,106084,Self,Spokane City & County CoC,5,10/8/2018 12:00 AM,11/2/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,33,34,American Indian or Alaska Native,Non-Hispanic/Latino,Female,No,No,"Staying or living in a family member's room, apartment or house",,,,Two to six nights,9/10/2018 12:00 AM,53,One time,One month (this time is the first month),,,,,25,,,No Move-In Date,Category 1 - Homeless,Yes,Yes,Yes,Data not collected,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,15,10/30/2018 12:00 AM,10/8/2018 12:00 AM,22,11/1/2018 12:00 AM,10/8/2018 12:00 AM,,,772,1,1,9/1/2020 12:20 PM,2,0,1,,,,,,10/08/2018 - 11/02/2018: FPS--ES--Open Doors,,,,No,1,,Chronic Health,,,,Mental Illness,,4,1,22,22,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86718,106084,Daughter,,5,10/8/2018 12:00 AM,11/2/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,4,6,American Indian or Alaska Native,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,25,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,22,11/1/2018 12:00 AM,10/8/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,10/08/2018 - 11/02/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,4,1,22,22,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86719,106084,Daughter,,5,10/8/2018 12:00 AM,11/2/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,3,5,American Indian or Alaska Native,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,25,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,22,11/1/2018 12:00 AM,10/8/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,10/08/2018 - 11/02/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,4,1,22,22,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86806,106084,Son,,5,10/8/2018 12:00 AM,11/2/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,7,9,American Indian or Alaska Native,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,25,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,12,11/1/2018 12:00 AM,10/11/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,,,,10/08/2018 - 11/02/2018: FPS--ES--Open Doors,,,,Yes,1,,Chronic Health,,,,,,4,1,12,12,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86807,106084,Son,,5,10/8/2018 12:00 AM,11/2/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,6,7,American Indian or Alaska Native,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,25,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,14,11/1/2018 12:00 AM,10/11/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,10/08/2018 - 11/02/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,4,1,14,14,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
